"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"3322",2901,3506,1,55,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3506,"OWNER",1,"monthly issuance",19
"3323",2902,3507,32,70,"F","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,3507,"OWNER",32,"monthly issuance",23
"3324",2903,3508,38,46,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,3508,"OWNER",38,"monthly issuance",22
"3325",2903,3509,38,51,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,3509,"DISPONENT",38,"monthly issuance",22
"3326",2904,3510,13,77,"M","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,3510,"OWNER",13,"monthly issuance",20
"3327",2905,3511,74,53,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3511,"OWNER",74,"monthly issuance",22
"3328",2906,3512,49,70,"M","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,3512,"OWNER",49,"monthly issuance",20
"3329",2907,3513,70,94,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3513,"OWNER",70,"monthly issuance",23
"3330",2907,3514,70,98,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3514,"DISPONENT",70,"monthly issuance",23
"3331",2908,3515,61,41,"F","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,3515,"OWNER",61,"monthly issuance",19
"3332",2909,3516,58,45,"F","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,3516,"OWNER",58,"monthly issuance",20
"3333",2910,3517,68,63,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,3517,"OWNER",68,"monthly issuance",19
"3334",2911,3518,33,61,"F","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,3518,"OWNER",33,"monthly issuance",21
"3335",2912,3519,74,67,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3519,"OWNER",74,"monthly issuance",22
"3336",2913,3520,8,88,"F","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,3520,"OWNER",8,"monthly issuance",23
"3337",2914,3521,4,52,"M","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,3521,"OWNER",4,"monthly issuance",20
"3338",2915,3522,57,53,"M","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3522,"OWNER",57,"monthly issuance",23
"3339",2916,3523,6,52,"M","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,3523,"OWNER",6,"monthly issuance",20
"3340",2917,3524,68,71,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,3524,"OWNER",68,"monthly issuance",20
"3341",2918,3525,15,42,"M","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3525,"OWNER",15,"issuance after transaction",19
"3342",2918,3526,15,39,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3526,"DISPONENT",15,"issuance after transaction",19
"3343",2919,3527,77,38,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,3527,"OWNER",77,"monthly issuance",21
"3344",2920,3528,73,46,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3528,"OWNER",73,"monthly issuance",19
"3345",2921,3529,54,43,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3529,"OWNER",54,"monthly issuance",20
"3346",2922,3530,16,45,"F","Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,8,1.54,107,18,1913,3530,"OWNER",16,"monthly issuance",22
"3347",2923,3531,43,96,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,3531,"OWNER",43,"monthly issuance",21
"3348",2924,3532,56,81,"M","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,3532,"OWNER",56,"monthly issuance",22
"3349",2925,3533,1,53,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3533,"OWNER",1,"monthly issuance",23
"3350",2926,3534,50,45,"F","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,3534,"OWNER",50,"monthly issuance",23
"3351",2927,3535,37,43,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,3535,"OWNER",37,"monthly issuance",19
"3352",2928,3536,55,94,"M","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,3536,"OWNER",55,"monthly issuance",23
"3353",2929,3537,51,70,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3537,"OWNER",51,"monthly issuance",20
"3354",2930,3538,1,72,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3538,"OWNER",1,"monthly issuance",20
"3355",2931,3539,36,96,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,3539,"OWNER",36,"monthly issuance",21
"3356",2932,3540,51,80,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3540,"OWNER",72,"monthly issuance",23
"3357",2932,3541,51,82,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3541,"DISPONENT",72,"monthly issuance",23
"3358",2933,3542,10,77,"M","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,3542,"OWNER",10,"monthly issuance",23
"3359",2933,3543,10,75,"F","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,3543,"DISPONENT",10,"monthly issuance",23
"3360",2934,3544,1,55,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3544,"OWNER",1,"monthly issuance",20
"3361",2935,3545,68,50,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,3545,"OWNER",68,"monthly issuance",21
"3362",2936,3546,3,45,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,3546,"OWNER",3,"monthly issuance",20
"3363",2937,3547,1,92,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3547,"OWNER",1,"monthly issuance",19
"3364",2938,3548,1,41,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3548,"OWNER",1,"monthly issuance",23
"3365",2939,3549,5,79,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,3549,"OWNER",5,"monthly issuance",19
"3366",2940,3550,54,47,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3550,"OWNER",54,"monthly issuance",23
"3367",2942,3552,44,76,"M","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,3552,"OWNER",44,"monthly issuance",19
"3368",2944,3554,22,51,"F","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,3554,"OWNER",22,"monthly issuance",20
"3369",2944,3555,22,48,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,3555,"DISPONENT",22,"monthly issuance",20
"3370",2945,3556,6,89,"M","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,3556,"OWNER",6,"monthly issuance",20
"3371",2945,3557,6,88,"F","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,3557,"DISPONENT",6,"monthly issuance",20
"3372",2946,3558,54,88,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3558,"OWNER",54,"monthly issuance",20
"3373",2947,3559,57,77,"F","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3559,"OWNER",57,"monthly issuance",20
"3374",2947,3560,57,72,"M","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3560,"DISPONENT",57,"monthly issuance",20
"3375",2949,3562,1,85,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3562,"OWNER",1,"monthly issuance",22
"3376",2949,3563,1,90,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3563,"DISPONENT",1,"monthly issuance",22
"3377",2950,3564,62,68,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,3564,"OWNER",62,"monthly issuance",20
"3378",2951,3565,44,54,"M","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,3565,"OWNER",44,"monthly issuance",23
"3379",2952,3566,65,84,"F","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,3566,"OWNER",65,"monthly issuance",19
"3380",2953,3567,1,68,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3567,"OWNER",1,"monthly issuance",20
"3381",2954,3568,1,75,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3568,"OWNER",1,"monthly issuance",19
"3382",2955,3569,67,83,"M","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,3569,"OWNER",67,"monthly issuance",20
"3383",2956,3570,15,71,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3570,"OWNER",15,"monthly issuance",19
"3384",2957,3571,25,46,"M","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,3571,"OWNER",25,"monthly issuance",21
"3385",2958,3572,48,88,"F","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,3572,"OWNER",48,"monthly issuance",23
"3386",2959,3573,8,44,"F","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,3573,"OWNER",8,"monthly issuance",22
"3387",2960,3574,19,70,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3574,"OWNER",19,"monthly issuance",22
"3388",2961,3575,9,79,"F","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,3575,"OWNER",9,"monthly issuance",20
"3389",2962,3576,1,77,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3576,"OWNER",1,"monthly issuance",23
"3390",2963,3577,31,74,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,3577,"OWNER",31,"monthly issuance",20
"3391",2964,3578,72,89,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,3578,"OWNER",72,"monthly issuance",19
"3392",2964,3579,72,86,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,3579,"DISPONENT",72,"monthly issuance",19
"3393",2965,3580,6,87,"F","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,3580,"OWNER",6,"monthly issuance",21
"3394",2966,3581,33,49,"M","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,3581,"OWNER",33,"monthly issuance",19
"3395",2967,3582,38,61,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,3582,"OWNER",38,"monthly issuance",20
"3396",2968,3583,15,74,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3583,"OWNER",15,"monthly issuance",21
"3397",2968,3584,15,75,"M","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3584,"DISPONENT",15,"monthly issuance",21
"3398",2969,3585,29,48,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,3585,"OWNER",29,"monthly issuance",21
"3399",2970,3586,60,73,"M","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,3586,"OWNER",60,"monthly issuance",23
"3400",2970,3587,60,77,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,3587,"DISPONENT",60,"monthly issuance",23
"3401",2971,3588,76,63,"F","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,3588,"OWNER",76,"weekly issuance",23
"3402",2972,3589,73,55,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3589,"OWNER",12,"monthly issuance",23
"3403",2973,3590,23,40,"F","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,3590,"OWNER",23,"monthly issuance",20
"3404",2974,3591,74,86,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3591,"OWNER",9,"monthly issuance",23
"3405",2974,3592,74,91,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3592,"DISPONENT",9,"monthly issuance",23
"3406",2976,3594,13,55,"F","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,3594,"OWNER",13,"monthly issuance",20
"3407",2977,3595,28,51,"M","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,3595,"OWNER",28,"monthly issuance",20
"3408",2978,3596,74,41,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3596,"OWNER",74,"monthly issuance",21
"3409",2979,3597,10,83,"F","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,3597,"OWNER",10,"monthly issuance",19
"3410",2980,3598,66,93,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3598,"OWNER",66,"monthly issuance",23
"3411",2980,3599,66,85,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3599,"DISPONENT",66,"monthly issuance",23
"3412",2981,3600,46,73,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,3600,"OWNER",46,"monthly issuance",19
"3413",2982,3601,19,78,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3601,"OWNER",19,"monthly issuance",20
"3414",2982,3602,19,76,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3602,"DISPONENT",19,"monthly issuance",20
"3415",2983,3603,42,62,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3603,"OWNER",42,"monthly issuance",20
"3416",2985,3605,71,82,"M","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,3605,"OWNER",71,"monthly issuance",23
"3417",2986,3606,63,58,"M","Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,49,4.52,110,6,1460,3606,"OWNER",63,"monthly issuance",20
"3418",2987,3607,18,70,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,3607,"OWNER",18,"monthly issuance",23
"3419",2988,3608,66,69,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3608,"OWNER",66,"issuance after transaction",20
"3420",2988,3609,66,61,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3609,"DISPONENT",66,"issuance after transaction",20
"3421",2989,3610,36,97,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,3610,"OWNER",4,"monthly issuance",23
"3422",2990,3611,30,44,"F","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3611,"OWNER",30,"monthly issuance",20
"3423",2991,3612,19,54,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3612,"OWNER",19,"monthly issuance",23
"3424",2991,3613,19,47,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3613,"DISPONENT",19,"monthly issuance",23
"3425",2992,3614,43,45,"F","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,3614,"OWNER",43,"monthly issuance",19
"3426",2993,3615,1,42,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3615,"OWNER",1,"weekly issuance",20
"3427",2994,3616,77,52,"F","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,3616,"OWNER",77,"monthly issuance",20
"3428",2995,3617,51,62,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3617,"OWNER",51,"monthly issuance",20
"3429",2996,3618,54,63,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3618,"OWNER",54,"monthly issuance",22
"3430",2997,3619,40,61,"M","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,3619,"OWNER",40,"monthly issuance",19
"3431",2998,3620,21,79,"M","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,3620,"OWNER",21,"monthly issuance",19
"3432",2999,3621,66,77,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3621,"OWNER",66,"monthly issuance",20
"3433",2999,3622,66,78,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3622,"DISPONENT",66,"monthly issuance",20
"3434",3000,3623,28,51,"F","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,3623,"OWNER",28,"monthly issuance",23
"3435",3001,3624,1,34,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3624,"OWNER",1,"monthly issuance",23
"3436",3003,3627,18,35,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,3627,"OWNER",18,"monthly issuance",23
"3437",3004,3628,11,89,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3628,"OWNER",11,"monthly issuance",20
"3438",3005,3629,42,69,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3629,"OWNER",42,"issuance after transaction",19
"3439",3006,3630,64,93,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3630,"OWNER",64,"monthly issuance",21
"3440",3006,3631,64,95,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3631,"DISPONENT",64,"monthly issuance",21
"3441",3007,3632,15,73,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3632,"OWNER",16,"monthly issuance",23
"3442",3008,3633,72,83,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,3633,"OWNER",72,"monthly issuance",23
"3443",3009,3634,1,93,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3634,"OWNER",1,"monthly issuance",20
"3444",3009,3635,1,95,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3635,"DISPONENT",1,"monthly issuance",20
"3445",3010,3636,46,38,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,3636,"OWNER",46,"monthly issuance",21
"3446",3011,3637,64,57,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3637,"OWNER",64,"monthly issuance",23
"3447",3012,3638,49,73,"F","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,3638,"OWNER",49,"monthly issuance",19
"3448",3013,3639,73,88,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3639,"OWNER",73,"monthly issuance",19
"3449",3014,3640,75,38,"M","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,3640,"OWNER",75,"weekly issuance",21
"3450",3014,3641,75,37,"F","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,3641,"DISPONENT",75,"weekly issuance",21
"3451",3015,3642,19,55,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3642,"OWNER",19,"monthly issuance",20
"3452",3016,3643,26,36,"M","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,3643,"OWNER",26,"monthly issuance",20
"3453",3017,3644,75,65,"M","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,3644,"OWNER",75,"monthly issuance",22
"3454",3018,3645,34,41,"M","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,3645,"OWNER",34,"monthly issuance",20
"3455",3019,3646,33,73,"F","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,3646,"OWNER",33,"monthly issuance",20
"3456",3019,3647,33,68,"M","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,3647,"DISPONENT",33,"monthly issuance",20
"3457",3020,3648,3,36,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,3648,"OWNER",3,"monthly issuance",20
"3458",3021,3649,10,57,"F","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,3649,"OWNER",10,"monthly issuance",20
"3459",3022,3650,64,98,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3650,"OWNER",64,"monthly issuance",20
"3460",3023,3651,35,98,"M","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,3651,"OWNER",35,"monthly issuance",19
"3461",3024,3652,1,96,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3652,"OWNER",1,"monthly issuance",20
"3462",3024,3653,1,99,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3653,"DISPONENT",1,"monthly issuance",20
"3463",3025,3654,25,92,"F","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,3654,"OWNER",25,"monthly issuance",19
"3464",3026,3655,59,48,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,3655,"OWNER",24,"monthly issuance",23
"3465",3027,3656,62,91,"F","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,3656,"OWNER",62,"monthly issuance",20
"3466",3027,3657,62,95,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,3657,"DISPONENT",62,"monthly issuance",20
"3467",3028,3658,58,92,"M","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,3658,"OWNER",27,"monthly issuance",23
"3468",3029,3659,42,86,"F","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3659,"OWNER",42,"monthly issuance",20
"3469",3030,3660,65,42,"M","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,3660,"OWNER",65,"monthly issuance",22
"3470",3031,3661,51,84,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3661,"OWNER",51,"monthly issuance",19
"3471",3032,3662,27,85,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,3662,"OWNER",5,"monthly issuance",23
"3472",3033,3663,69,69,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,3663,"OWNER",69,"monthly issuance",19
"3473",3033,3664,69,65,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,3664,"DISPONENT",69,"monthly issuance",19
"3474",3035,3667,70,45,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3667,"OWNER",15,"weekly issuance",23
"3475",3035,3668,70,44,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3668,"DISPONENT",15,"weekly issuance",23
"3476",3036,3669,10,54,"M","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,3669,"OWNER",10,"monthly issuance",22
"3477",3037,3670,44,36,"F","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,3670,"OWNER",44,"monthly issuance",22
